"","deputy_name","deputy_state","political_party","refund_description","company_name","company_id","refund_date","refund_value"
"103","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","JK COMBUSTIVEIS",8202116000120,"2016-04-26T00:00:00",150
"104","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","J.A. SOBRAL & CIA LTDA",13799101000100,"2016-10-18T00:00:00",146
"105","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","J.A. SOBRAL & CIA LTDA",13799101000100,"2016-10-25T00:00:00",50
"106","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","J.A. SOBRAL & CIA LTDA",13799101000100,"2016-11-16T00:00:00",50
"107","JOSÉ CARLOS ALELUIA","BA","DEM","FUEL COSTS","J.A. SOBRAL E CIA LTDA",13799101000100,"2016-02-29T00:00:00",30
"108","JOSÉ CARLOS ALELUIA","BA","DEM","PHONE COSTS","RAMAL",NA,"",103.88
"109","JOSÉ CARLOS ALELUIA","BA","DEM","PHONE COSTS","RAMAL",NA,"",135.29
"110","JOSÉ CARLOS ALELUIA","BA","DEM","PHONE COSTS","CELULAR FUNCIONAL",NA,"2016-12-01T00:00:00",40.16
"111","JOSÉ CARLOS ALELUIA","BA","DEM","PHONE COSTS","RAMAL",NA,"",136.54
"112","JOSÉ CARLOS ALELUIA","BA","DEM","PHONE COSTS","RAMAL",NA,"",161.44
